id,ident,type,name,latitude_deg,longitude_deg,elevation_ft,continent,iso_country,iso_region
6523,00A,heliport,Total RF Heliport,40.070985,-74.933689,11,NA,US,US-PA
323361,00AA,small_airport,Aero B Ranch Airport,38.704022,-101.473911,3435,NA,US,US-KS
6524,00AK,small_airport,Lowell Field,59.947733,-151.692524,450,NA,US,US-AK
6525,00AL,small_airport,Epps Airpark,34.8647995,-86.77030182,820,NA,US,US-AL
506791,00AN,small_airport,Katmai Lodge Airport,59.093287,-156.456699,80,NA,US,US-AK
6526,00AR,closed,Newport Hospital & Clinic Heliport,35.6087,-91.254898,237,NA,US,US-AR
322127,00AS,small_airport,Fulton Airport,34.9428028,-97.8180194,1100,NA,US,US-OK
6527,00AZ,small_airport,Cordes Airport,34.30559921,-112.1650009,3810,NA,US,US-AZ
6528,00CA,small_airport,Goldstone (GTS) Airport,35.35474,-116.885329,3038,NA,US,US-CA
324424,00CL,small_airport,Williams Ag Airport,39.427188,-121.763427,87,NA,US,US-CA
322658,00CN,heliport,Kitchen Creek Helibase Heliport,32.7273736,-116.4597417,3350,NA,US,US-CA
6529,00CO,closed,Cass Field,40.622202,-104.344002,4830,NA,US,US-CO
6531,00FA,small_airport,Grass Patch Airport,28.64550018,-82.21900177,53,NA,US,US-FL
6532,00FD,closed,Ringhaver Heliport,28.8466,-82.345398,25,NA,US,US-FL
6533,00FL,small_airport,River Oak Airport,27.23089981,-80.96920013,35,NA,US,US-FL
6534,00GA,small_airport,Lt World Airport,33.76750183,-84.06829834,700,NA,US,US-GA
6535,00GE,heliport,Caffrey Heliport,33.887982,-84.736983,957,NA,US,US-GA
6536,00HI,heliport,Kaupulehu Heliport,19.832881,-155.978347,43,OC,US,US-HI
6537,00ID,small_airport,Delta Shores Airport,48.14530182,-116.2139969,2064,NA,US,US-ID
322581,00IG,small_airport,Goltl Airport,39.724028,-101.395994,3359,NA,US,US-KS
6538,00II,closed,Bailey Generation Station Heliport,41.644501,-87.122803,600,NA,US,US-IN
6539,00IL,small_airport,Hammer Airport,41.978401,-89.560402,840,NA,US,US-IL
6540,00IN,heliport,St Mary Medical Center Heliport,41.51139832,-87.26059723,634,NA,US,US-IN
6541,00IS,small_airport,Hayenga's Cant Find Farms Airport,40.02560043,-89.12290192,820,NA,US,US-IL
6542,00KS,small_airport,Hayden Farm Airport,38.72779846,-94.93049622,1100,NA,US,US-KS
6543,00KY,small_airport,Robbins Roost Airport,37.40940094,-84.61969757,1265,NA,US,US-KY
45437,00LA,heliport,Shell Chemical East Site Heliport,30.191944,-90.980833,15,NA,US,US-LA
6544,00LL,heliport,Ac & R Components Heliport,39.66529846,-89.70559692,600,NA,US,US-IL
6545,00LS,small_airport,Lejeune Airport,30.136299,-92.429398,12,NA,US,US-LA
6546,00MD,small_airport,Slater Field,38.75709915,-75.75379944,45,NA,US,US-MD
6547,00MI,heliport,Dow Chemical Heliport,43.94940186,-86.41670227,588,NA,US,US-MI
6548,00MN,small_airport,Battle Lake Municipal Airport,46.29999924,-95.70030212,1365,NA,US,US-MN
6549,00MO,small_airport,Cooper Flying Service Airport,37.20280075,-94.41239929,970,NA,US,US-MO
324642,00MT,heliport,Livingston Healthcare Heliport,45.675,-110.52515,4465,NA,US,US-MT
6551,00N,small_airport,Bucks Airport,39.472998,-75.184346,105,NA,US,US-NJ
6552,00NC,small_airport,North Raleigh Airport,36.08520126,-78.37139893,348,NA,US,US-NC
6553,00NJ,heliport,Colgate-Piscataway Heliport,40.52090073,-74.47460175,78,NA,US,US-NJ
321919,00NK,seaplane_base,Cliche Cove Seaplane Base,44.8118612,-73.3698057,96,NA,US,US-NY
506039,00NR,heliport,Rodanthe Dare County Heliport,35.594729,-75.470002,8,NA,US,US-NC
6554,00NY,small_airport,Weiss Airfield,42.89576,-77.495263,1000,NA,US,US-NY
6555,00OH,closed,Exit 3 Airport,41.590476,-84.141583,785,NA,US,US-OH
6556,00OI,heliport,Miami Valley Hospital Heliport,39.745091,-84.187278,905,NA,US,US-OH
328503,00OK,small_airport,Gull Bay Landing Airport,36.198598,-96.217693,960,NA,US,US-OK
6557,00OR,heliport,Steel Systems Heliport,44.93289948,-123.1299973,195,NA,US,US-OR
6558,00PA,heliport,R J D Heliport,39.94889832,-75.74690247,402,NA,US,US-PA
45773,00PN,small_airport,Ferrell Field,41.2995,-80.211111,1301,NA,US,US-PA
6559,00PS,closed,Thomas Field,40.3778,-77.365303,815,NA,US,US-PA
6560,00S,small_airport,McKenzie Bridge State Airport,44.181466,-122.086,1620,NA,US,US-OR
6561,00SC,small_airport,Flying O Airport,34.00939941,-80.26719666,150,NA,US,US-SC
330391,00SD,small_airport,Homan Field,44.809158,-96.498897,1590,NA,US,US-SD
6562,00TA,closed,SW Region FAA Heliport,32.8269,-97.305801,598,NA,US,US-TX
6563,00TE,heliport,Tcjc-Northeast Campus Heliport,32.84759903,-97.1894989,600,NA,US,US-TX
6564,00TN,small_airport,Ragsdale Road Airport,35.51589966,-85.95359802,1100,NA,US,US-TN
6565,00TS,small_airport,Alpine Range Airport,32.60760117,-97.24199677,670,NA,US,US-TX
6566,00TX,closed,San Jacinto Methodist Hospital Heliport,29.7377,-94.980201,19,NA,US,US-TX
6567,00UT,closed,Clear Creek Ranch Airport,37.247799,-112.821998,6138,NA,US,US-UT
6568,00VA,small_airport,Vaughan Airport,36.57600021,-78.9991684,551,NA,US,US-VA
6569,00VI,small_airport,Groundhog Mountain Airport,36.66329956,-80.49949646,2680,NA,US,US-VA
6570,00W,small_airport,Lower Granite State Airport,46.672884,-117.441933,719,NA,US,US-WA
6571,00WA,small_airport,Howell Airport,47.17839813,-122.7720032,150,NA,US,US-WA
6572,00WI,small_airport,Northern Lite Airport,44.3042984,-89.05010223,860,NA,US,US-WI
6573,00WN,small_airport,Hawks Run Airport,46.25,-117.2490005,2900,NA,US,US-WA
6574,00WV,small_airport,Lazy J. Aerodrome,38.82889938,-79.8660965,2060,NA,US,US-WV
322300,00WY,heliport,Mountain View Regional Hospital Heliport,42.840361,-106.224443,5210,NA,US,US-WY
6575,00XS,closed,L P Askew Farms Airport,33.033401,-101.933998,3110,NA,US,US-TX
6576,01A,small_airport,Purkeypile Airport,62.9435997,-152.2700043,1950,NA,US,US-AK
6577,01AK,heliport,Providence Seward Medical Center Heliport,60.10587398,-149.446249,120,NA,US,US-AK
6578,01AL,small_airport,Ware Island Airport,32.94599915,-86.51390076,344,NA,US,US-AL
356168,01AN,small_airport,McHone Heights Airport,61.649095,-149.339025,610,NA,US,US-AK
6579,01AR,heliport,DeQueen Medical Center Heliport,34.047456,-94.354023,440,NA,US,US-AR
6580,01AZ,heliport,Yat Heliport,34.607406,-111.8609,3300,NA,US,US-AZ
6581,01C,closed,Grant Airport,43.34170151,-85.77500153,815,NA,US,US-MI
6582,01CA,heliport,SCE Lugo Substation Heliport,34.368241,-117.370059,3733,NA,US,US-CA
6583,01CL,small_airport,Swansboro Country Airport,38.79990005,-120.7340012,2594,NA,US,US-CA
6584,01CN,closed,Los Angeles County Sheriff's Department Heliport,34.0378,-118.153999,300,NA,US,US-CA
6585,01CO,heliport,St Vincent General Hospital Heliport,39.24530029,-106.2460022,10175,NA,US,US-CO
6586,01CT,heliport,Berlin Fairgrounds Heliport,41.62730026,-72.72750092,60,NA,US,US-CT
6587,01FA,small_airport,Rybolt Ranch Airport,28.58939934,-81.14420319,55,NA,US,US-FL
6588,01FD,heliport,Advent Health Altamonte Springs Heliport,28.666639,-81.3697,86,NA,US,US-FL
6589,01FL,small_airport,Cedar Knoll Flying Ranch Airport,28.78190041,-81.15920258,19,NA,US,US-FL
6590,01GA,heliport,Medical Center Heliport,32.47930145,-84.97910309,319,NA,US,US-GA
6591,01GE,small_airport,The Farm Airport,32.675106,-82.771055,375,NA,US,US-GA
6592,01IA,small_airport,Stender Airport,41.66109848,-90.74130249,725,NA,US,US-IA
6530,01ID,small_airport,Lava Hot Springs Airport,42.6082,-112.031998,5268,NA,US,US-ID
6593,01II,small_airport,Myers Field,39.88499832,-86.50669861,950,NA,US,US-IN
6594,01IL,heliport,Hoopeston Community Memorial Hospital Heliport,40.45859909,-87.65950012,583,NA,US,US-IL
6595,01IN,heliport,Community Hospital Heliport,40.13090134,-85.69580078,890,NA,US,US-IN
6596,01IS,small_airport,William E. Koenig Airport,39.01620102,-90.31819916,670,NA,US,US-IL
6597,01J,small_airport,Hilliard Airpark,30.68630028,-81.90570068,59,NA,US,US-FL
6598,01K,small_airport,Caldwell Municipal Airport,37.036132,-97.58533,1157,NA,US,US-KS
6599,01KS,small_airport,Flying N Ranch Airport,38.54059982,-97.00330353,1485,NA,US,US-KS
6600,01KY,heliport,Lourdes Hospital Heliport,37.05170059,-88.64689636,419,NA,US,US-KY
6601,01LA,small_airport,Barham Airport,32.63899994,-91.7736969,90,NA,US,US-LA
6602,01LL,small_airport,Schumaier Restricted Landing Area,38.12580109,-89.46389771,555,NA,US,US-IL
6603,01LS,small_airport,Country Breeze Airport,30.722478,-91.077372,125,NA,US,US-LA
6604,01MA,heliport,Compaq Andover Heliport,42.62509918,-71.18009949,140,NA,US,US-MA
6605,01MD,seaplane_base,Annapolis Seaplane Base,38.999199,-76.456001,,NA,US,US-MD
6606,01ME,seaplane_base,Saint Peter's Seaplane Base,46.77890015,-68.50029755,608,NA,US,US-ME
6607,01MI,heliport,Flow Through Terminal Heliport,43.04949951,-83.67970276,736,NA,US,US-MI
6608,01MN,seaplane_base,Barnes Seaplane Base,47.89960098,-92.55740356,1358,NA,US,US-MN
6609,01MO,heliport,Highway Patrol Troop C Headquarters Heliport,38.64170074,-90.48429871,615,NA,US,US-MO
6610,01MT,small_airport,Crystal Lakes Resort Airport,48.78910065,-114.8799973,3141,NA,US,US-MT
356169,01MU,heliport,NWMC - Houghton Heliport,32.196747,-110.775142,2873,NA,US,US-AZ
6611,01NC,small_airport,Topsail Airpark,34.47529984,-77.58139801,65,NA,US,US-NC
6612,01NE,closed,Detour Airport,40.843619,-100.651503,3000,NA,US,US-NE
6613,01NH,small_airport,Moore Airfield,43.6445,-72.086998,835,NA,US,US-NH
6614,01NJ,heliport,Albert Guido Memorial Heliport,40.739956,-74.136128,10,NA,US,US-NJ
45537,01NM,small_airport,Champion Ranch Airport,33.008611,-104.540278,3630,NA,US,US-NM
506122,01NR,heliport,McGee 01 Heliport,34.196264,-77.919917,40,NA,US,US-NC
6615,01NV,small_airport,Lantana Ranch Airport,38.76390076,-119.0270004,4600,NA,US,US-NV
6616,01NY,heliport,Vassar Hospital Heliport,41.692415,-73.93683,100,NA,US,US-NY
347920,01OH,heliport,Atrium Medical Center Heliport,39.497455,-84.313851,775,NA,US,US-OH
6617,01OI,heliport,Avita Health System Galion Hospital Heliport,40.730267,-82.802022,1140,NA,US,US-OH
6618,01OK,closed,Lawrence Airport,35.294498,-98.636496,1525,NA,US,US-OK
345166,01OL,small_airport,Spring Creek Ranch East Airport,34.391667,-96.690833,1060,NA,US,US-OK
6619,01OR,closed,Red & White Flying Service Airport,43.119301,-121.044997,4346,NA,US,US-OR
6620,01PA,closed,Pine Heliport,40.655602,-80.050903,1215,NA,US,US-PA
6621,01PN,small_airport,Bierly(Personal Use) Airport,40.93059921,-77.73889923,960,NA,US,US-PA
6622,01PS,small_airport,Nort's Resort Airport,41.59590149,-76.02960205,1040,NA,US,US-PA
6623,01SC,small_airport,York Airport,35.03210068,-81.25279999,779,NA,US,US-SC
6624,01TA,heliport,Thirty Thirty Matlock Office Center Heliport,32.69419861,-97.11579895,630,NA,US,US-TX
6625,01TE,small_airport,Smith Field,32.737598,-96.428001,505,NA,US,US-TX
6626,01TN,small_airport,Colonial Air Park,34.9958992,-89.73059845,370,NA,US,US-TN
6627,01TS,closed,St Joseph Hospital Heliport,32.7285,-97.324501,675,NA,US,US-TX
340858,01TT,heliport,Clute Fire & EMS Station #1 Heliport,29.012067,-95.402119,7,NA,US,US-TX
6628,01TX,closed,Mims Farm Ultralightport,32.388115,-96.877398,610,NA,US,US-TX
6629,01U,small_airport,Duckwater Airport,38.849785,-115.634987,5124,NA,US,US-NV
6630,01UT,small_airport,La Sal Junction Airport,38.30830002,-109.3960037,6000,NA,US,US-UT
6631,01VA,small_airport,Pickles Airport,39.125,-77.92500305,500,NA,US,US-VA
6632,01WA,heliport,Willapa Harbor Heliport,46.66320038,-123.8119965,154,NA,US,US-WA
6633,01WI,small_airport,Prehn Cranberry Company Airport,44.00999832,-90.3891983,930,NA,US,US-WI
6634,01WN,heliport,Whidbey General Hospital Heliport,48.21340179,-122.6849976,103,NA,US,US-WA
45900,01WT,heliport,Odyssey Heliport,47.518178,-122.210908,20,NA,US,US-WA
6635,01WY,small_airport,Keyhole Airport,44.348312,-104.8106,4250,NA,US,US-WY
46288,01XA,heliport,Ascension Seton Hays Heliport,30.007222,-97.853333,715,NA,US,US-TX
6636,01XS,heliport,Meadowood Ranch Heliport,32.02019882,-95.74549866,500,NA,US,US-TX
335815,02AA,small_airport,Barefoot Airport,61.506147,-149.912825,160,NA,US,US-AK
6637,02AK,small_airport,Rustic Wilderness Airport,61.876907,-150.097626,190,NA,US,US-AK
6638,02AL,small_airport,Bass Field,30.37150002,-87.76439667,61,NA,US,US-AL
43030,02AR,closed,Three Rivers Airport,34.822445,-92.44442,264,NA,US,US-AR
6640,02AZ,closed,Winchester Farm Airstrip,32.376401,-109.936996,4200,NA,US,US-AZ
6641,02CA,heliport,Swepi Beta Platform Ellen Heliport,33.58250046,-118.1289978,122,NA,US,US-CA
6642,02CD,small_airport,Shannon Field,34.12960052,-90.52400208,165,NA,US,US-MS
6643,02CL,small_airport,Conover Air Lodge Airport,34.761101,-119.058998,5160,NA,US,US-CA
6644,02CO,small_airport,Mc Cullough Airport,37.6432991,-106.0469971,7615,NA,US,US-CO
6645,02CT,heliport,Strangers Point Heliport,41.91960144,-72.44450378,540,NA,US,US-CT
6646,02FA,small_airport,Osborn Airfield,28.52669907,-81.87480164,121,NA,US,US-FL
341544,02FD,small_airport,Triple R Ranch Airport,30.950976,-86.635555,209,NA,US,US-FL
45347,02FL,closed,Cuchens Airport,30.642527,-86.118779,215,NA,US,US-FL
6648,02GA,small_airport,Doug Bolton Field,34.20259857,-83.42900085,884,NA,US,US-GA
6649,02GE,small_airport,Etowah Fields Airport,34.1753006,-84.92440033,710,NA,US,US-GA
6650,02HI,heliport,K3 Helipad Heliport,21.35839,-157.94789,9,OC,US,US-HI
6651,02IA,heliport,Boone County Hospital Heliport,42.05609894,-93.87799835,1160,NA,US,US-IA
6652,02ID,small_airport,Morgan Ranch Airport,44.55550003,-115.3050003,5634,NA,US,US-ID
6653,02II,small_airport,King Ultralightport,40.06230164,-86.21050262,925,NA,US,US-IN
6654,02IN,small_airport,Diamond P. Field,40.20890045,-85.540802,904,NA,US,US-IN
6655,02IS,heliport,Condell Medical Center Heliport,42.27460098,-87.95729828,762,NA,US,US-IL
6656,02KS,small_airport,Jmj Landing Airport,39.22219849,-96.05529785,1170,NA,US,US-KS
327110,02KT,heliport,St Claire Healthcare Heliport,38.181441,-83.443319,781,NA,US,US-KY
6657,02KY,heliport,Boone National Guard Heliport,38.190282,-84.906442,760,NA,US,US-KY
6658,02LA,heliport,Louisiana State Police Troop G Heliport,32.531491,-93.659939,168,NA,US,US-LA
6659,02LS,heliport,Windy Hill Heliport,30.14830017,-91.91899872,25,NA,US,US-LA
6660,02MA,heliport,Cuttyhunk Heliport,41.419601,-70.927002,9,NA,US,US-MA
322099,02MD,small_airport,Garner Field,38.672544,-76.709739,141,NA,US,US-MD
6661,02ME,small_airport,Nadeau's Airfield,43.537467,-70.930685,700,NA,US,US-ME
6662,02MI,small_airport,Fairplains Airpark,43.15710068,-85.14849854,850,NA,US,US-MI
6663,02MN,closed,Greenbush Municipal Airport,48.686527,-96.191976,1070,NA,US,US-MN
6664,02MO,small_airport,Troy Airpark,39.04999924,-91.03350067,650,NA,US,US-MO
6665,02MS,small_airport,Watts Field,34.095701,-90.846131,153,NA,US,US-MS
6666,02MT,closed,Barrett Field,47.2374,-111.74304,3350,NA,US,US-MT
6667,02MU,closed,Timber Line Airpark,36.655612,-93.802387,1550,NA,US,US-MO
45686,02NC,closed,Race City Heliport,35.540477,-80.598047,809,NA,US,US-NC
6668,02NE,small_airport,Benes Service Airport,41.07450104,-96.90450287,1550,NA,US,US-NE
6669,02NH,seaplane_base,Iroquois Landing Seaplane Base,44.65710068,-71.21910095,1180,NA,US,US-NH
6670,02NJ,heliport,Penske Heliport,40.55730057,-74.46710205,78,NA,US,US-NJ
506036,02NR,heliport,McGee 02 Heliport,35.592197,-77.377372,25,NA,US,US-NC
6671,02NV,small_airport,Paiute Meadows Airport,41.299551,-118.926709,4443,NA,US,US-NV
6672,02NY,heliport,Hansen Heliport,43.13259888,-75.65550232,435,NA,US,US-NY
6673,02OH,small_airport,Zimmerman Airport,41.37639999,-83.08329773,614,NA,US,US-OH
6674,02OI,small_airport,Murtha Airport,41.80199814,-80.56539917,950,NA,US,US-OH
6675,02OK,closed,Canon Heliport,35.458401,-97.525297,1191,NA,US,US-OK
337183,02OL,heliport,War Veterans Colony Heliport,34.811412,-95.307727,807,NA,US,US-OK
6676,02OR,small_airport,Rowena Dell Airport,45.68149948,-121.3160019,705,NA,US,US-OR
6677,02P,heliport,Stottle Memorial Heliport,40.403596,-77.556602,591,NA,US,US-PA
6678,02PA,heliport,Lag III Heliport,40.438301,-79.769997,1070,NA,US,US-PA
6679,02PN,heliport,Peco Berwyn Heliport,40.06959915,-75.4552002,390,NA,US,US-PA
6680,02PR,small_airport,Cuylers Airport,18.464924,-66.363773,15,NA,PR,PR-U-A
6681,02PS,closed,Hughes Ultralightport,41.90063,-77.230025,1700,NA,US,US-PA
6682,02SC,small_airport,Harpers Airport,32.760211,-81.225872,111,NA,US,US-SC
6683,02T,small_airport,Wise River Airport,45.76910019,-112.9820023,5830,NA,US,US-MT
6684,02TA,heliport,Matagorda Shore Facility Heliport,28.722177,-95.875813,5,NA,US,US-TX
6685,02TE,heliport,Baylor Medical Center Heliport,32.395401,-96.86419678,560,NA,US,US-TX
6686,02TN,small_airport,Ellis Field,35.780355,-86.585521,840,NA,US,US-TN
6687,02TS,closed,FWOMC Heliport,32.747601,-97.370003,684,NA,US,US-TX
6688,02TX,closed,The Palms At Kitty Hawk Airport,33.370403,-101.922882,3235,NA,US,US-TX
6689,02UT,small_airport,Lucin Airport,41.369336,-113.841019,4412,NA,US,US-UT
6690,02VA,small_airport,The Greenhouse Airport,38.43569946,-77.85720062,320,NA,US,US-VA
6691,02VG,heliport,Northstar Aviation Heliport,36.63880157,-82.11669922,1850,NA,US,US-VA
6692,02WA,small_airport,Cawleys South Prairie Airport,47.15230179,-122.0940018,690,NA,US,US-WA
6693,02WI,small_airport,Beer Airport,45.0318985,-92.65579987,920,NA,US,US-WI
6694,02WN,small_airport,Fowler Field,48.74580002,-119.3190002,2150,NA,US,US-WA
330393,02XA,small_airport,JLS Farms Airport,33.591319,-95.882864,675,NA,US,US-TX
6695,02XS,closed,Seidel Ranch Airport,30.100941,-97.672607,510,NA,US,US-TX
325508,03AA,heliport,Trapper T Heliport,61.556055,-149.284527,159,NA,US,US-AK
6696,03AK,seaplane_base,Joe Clouds Seaplane Base,60.72722244,-151.132782,150,NA,US,US-AK
6697,03AL,heliport,Highland Medical Center Heliport,34.662604,-86.046774,628,NA,US,US-AL
6698,03AR,heliport,Hscmh Heliport,34.35760117,-92.78849792,350,NA,US,US-AR
6699,03AZ,small_airport,Thompson International Aviation Airport,31.430971,-110.088087,4275,NA,US,US-AZ
6700,03CA,heliport,Grossmont Hospital Heliport,32.779484,-117.006952,634,NA,US,US-CA
6701,03CO,small_airport,Kugel-Strong Airport,40.211608,-104.744781,4950,NA,US,US-CO
6702,03FA,small_airport,Lake Persimmon Airstrip,27.35309982,-81.40809631,70,NA,US,US-FL
6703,03FD,closed,Tharpe Airport,30.8288,-85.731003,115,NA,US,US-FL
6704,03FL,heliport,Ranger Heliport,26.683716,-80.186561,20,NA,US,US-FL
322717,03GA,small_airport,HIA Airport,32.561626,-81.85509,238,NA,US,US-GA
6705,03I,closed,Clarks Dream Strip,39.644199,-83.018204,680,NA,US,US-OH
6706,03IA,closed,East Field,41.581902,-92.461304,954,NA,US,US-IA
6707,03ID,small_airport,Flying Y Ranch Airport,44.793965,-116.531543,3180,NA,US,US-ID
6708,03II,small_airport,Davis Field Ultralightport,37.9620018,-87.77890015,465,NA,US,US-IN
6709,03IL,small_airport,Wix Airport,41.40230179,-87.8167038,750,NA,US,US-IL
6710,03IN,small_airport,Heinzman Airport,40.18000031,-86.01249695,850,NA,US,US-IN
6711,03IS,heliport,OSF St Anthony's Health Center Heliport,38.904999,-90.173401,580,NA,US,US-IL
6712,03KS,heliport,Valley Grain Heliport,39.86470032,-95.26409912,1160,NA,US,US-KS
6713,03KY,small_airport,Flying H Farms Airport,37.796085,-87.53859,385,NA,US,US-KY
6714,03LA,heliport,Damien Heliport,30.19960022,-91.12789917,25,NA,US,US-LA
6715,03LS,heliport,Fmc Nr 1 Heliport,32.1590004,-91.70800018,79,NA,US,US-LA
6716,03M,seaplane_base,Lakeside Marina Seaplane Base,44.32089996,-69.88950348,165,NA,US,US-ME
6717,03MA,small_airport,Hadley Airport,42.393431,-72.551553,150,NA,US,US-MA
6718,03MD,heliport,Upper Chesapeake Medical Center Heliport,39.518427,-76.346022,302,NA,US,US-MD
6719,03ME,small_airport,Maple Ridge Airport,44.084251,-70.626905,556,NA,US,US-ME
6720,03MI,heliport,Harold Miller Heliport,43.55089951,-83.86219788,585,NA,US,US-MI
6721,03MN,small_airport,Nauerth Land Ranch Airport,43.62519836,-95.22470093,1435,NA,US,US-MN
6722,03MO,closed,Cahoochie Airport,37.884499,-93.131599,1010,NA,US,US-MO
6723,03MS,heliport,Vicksburg Medical Center Heliport,32.31880188,-90.8832016,110,NA,US,US-MS
6724,03MT,small_airport,Cascade Field,47.267327,-111.71748,3580,NA,US,US-MT
6725,03MU,small_airport,McDonnell Airport,38.4925,-94.412498,874,NA,US,US-MO
4650,03N,small_airport,Utirik Airport,11.222219,169.851429,4,OC,MH,MH-UTI
6726,03NC,small_airport,Pilots Ridge Airport,34.10430145,-77.90419769,35,NA,US,US-NC
6727,03ND,small_airport,Olafson Brothers Airport,48.62639999,-97.82900238,1045,NA,US,US-ND
6728,03NE,small_airport,Hyde Ranch Airport,41.54639816,-99.33119965,2430,NA,US,US-NE
6729,03NH,heliport,Lorden Heliport,42.81539917,-71.12439728,400,NA,US,US-NH
6730,03NJ,closed,AT&T Heliport,40.668713,-74.410152,360,NA,US,US-NJ
345364,03NM,heliport,Miner's Colfax Medical Center Heliport,36.862377,-104.442853,6600,NA,US,US-NM
345707,03NR,heliport,Johnston Medical Center Heliport,35.63027,-78.50392,320,NA,US,US-NC
6731,03NV,small_airport,Llama Ranch Airport,40.58440018,-115.2979965,6120,NA,US,US-NV
6732,03NY,small_airport,Talmage Field,40.958308,-72.717326,95,NA,US,US-NY
6733,03OH,small_airport,Gibbs Field,41.416933,-83.018339,580,NA,US,US-OH
6734,03OI,heliport,"Cleveland Clinic, Marymount Hospital Heliport",41.420312,-81.599552,890,NA,US,US-OH
6735,03OK,small_airport,Sahoma Lake Airport,36.041259,-96.161517,890,NA,US,US-OK
348548,03OL,small_airport,Bluebird Airport,35.012334,-97.702735,1232,NA,US,US-OK
6736,03OR,small_airport,Powwatka Ridge Airport,45.85540009,-117.4840012,3340,NA,US,US-OR
6737,03PA,heliport,Collegeville Heliport,40.16289902,-75.46569824,197,NA,US,US-PA
6738,03PN,heliport,M.P. Metals Heliport,41.066861,-76.180806,479,NA,US,US-PA
322892,03PR,small_airport,Sun View Field Airport,39.065931,-94.938417,980,NA,US,US-KS
6739,03PS,closed,Ziggy's Field,40.849998,-77.905602,1050,NA,US,US-PA
6740,03S,small_airport,Sandy River Airport,45.40179825,-122.2289963,704,NA,US,US-OR
6741,03SC,heliport,Seacoast Medical Center Heliport,33.86500168,-78.66190338,73,NA,US,US-SC
6742,03TA,closed,Gay Hill Farm Airport,30.262699,-96.500198,505,NA,US,US-TX
6743,03TE,small_airport,Barronena Ranch Airport,27.490812,-98.669615,600,NA,US,US-TX
6744,03TN,heliport,Eagles Landing Heliport,35.92250061,-83.57939911,1000,NA,US,US-TN
6745,03TS,heliport,Shannon Medical Center Heliport,31.4658,-100.43397,1825,NA,US,US-TX
341551,03TT,small_airport,Brazos Polo Airport,29.632117,-95.932481,117,NA,US,US-TX
6746,03TX,heliport,M D K Field Heliport,29.580929,-95.30508,50,NA,US,US-TX
6747,03UT,small_airport,AZ Minerals Corporation Airport,37.114384,-109.99014,5315,NA,US,US-UT
6748,03VA,closed,Whipoorwill Springs Airport,38.66460037,-77.57969666,250,NA,US,US-VA
6749,03WA,small_airport,Spangle Field,47.40819931,-117.3720016,2440,NA,US,US-WA
6750,03WI,closed,Zink Airport,44.028873,-88.883945,880,NA,US,US-WI
6751,03WN,small_airport,Aerostone Ranch Airport,45.875,-120.6699982,2320,NA,US,US-WA
348415,03WT,heliport,Lopez Medical Clinic Heliport,48.524894,-122.912394,38,NA,US,US-WA
345757,03XA,heliport,Del Sol Medical Center Heliport,31.7574,-106.346895,3881,NA,US,US-TX
6752,03XS,small_airport,Creekside Airport,31.31809998,-100.7539978,2100,NA,US,US-TX
325443,04AA,small_airport,Flying W Ranch Airport,60.535833,-150.811387,250,NA,US,US-AK
6753,04AL,heliport,Anniston AHP (Anniston Army Depot),33.62639999,-85.96720123,686,NA,US,US-AL
509055,04AN,small_airport,North 40 Airport,61.737511,-148.700724,943,NA,US,US-AK
6754,04AR,heliport,Saline Memorial Hospital Heliport,34.574319,-92.586047,430,NA,US,US-AR
6755,04AZ,closed,Chinle Airport,36.147197,-109.560771,5515,NA,US,US-AZ
6756,04CA,small_airport,Gray Butte Field,34.5639,-117.675003,3020,NA,US,US-CA
6757,04CL,small_airport,Hunt's Sky Ranch Airport,33.08169937,-116.4410019,2310,NA,US,US-CA
6758,04CT,heliport,Shingle Mill Heliport,41.75510025,-73.05239868,880,NA,US,US-CT
6759,04F,closed,De Leon Municipal Airport,32.098801,-98.525325,1293,NA,US,US-TX
6760,04FA,small_airport,Richards Field,25.55870056,-80.51509857,9,NA,US,US-FL
324859,04FD,heliport,Tampa General Hospital Brandon Healthplex Heliport,27.929372,-82.336981,37,NA,US,US-FL
6761,04FL,small_airport,Cross Creek Farms Airport,29.240353,-81.222525,30,NA,US,US-FL
6762,04I,small_airport,Columbus Southwest Airport,39.91120148,-83.188797,920,NA,US,US-OH
6763,04IA,small_airport,Middlekoop Airport,41.0882988,-92.05460358,801,NA,US,US-IA
6764,04ID,small_airport,Lanham Field,43.877015,-116.538365,2343,NA,US,US-ID
6765,04II,closed,Turkey Run Airport,41.1306,-84.994102,765,NA,US,US-IN
6766,04IL,small_airport,Schertz Aerial Service - Hudson Airport,40.63750076,-89.00700378,755,NA,US,US-IL
45410,04IN,seaplane_base,Lake Gage Seaplane Base,41.701389,-85.113056,954,NA,US,US-IN
6767,04IS,small_airport,Van Gorder Airport,40.17860031,-88.56900024,728,NA,US,US-IL
6768,04KS,closed,Robinson Industries Heliport,38.978901,-95.219704,835,NA,US,US-KS
6769,04KY,small_airport,Natchez Trace Farm Airport,37.13510132,-85.78939819,710,NA,US,US-KY
6770,04LA,heliport,Saint James Parish Hospital Heliport,30.051001,-90.703848,10,NA,US,US-LA
6771,04LL,small_airport,Brunner Airport,42.13610077,-88.28759766,750,NA,US,US-IL
6772,04LS,heliport,La National Guard Heliport,30.44610023,-91.1053009,52,NA,US,US-LA
6773,04MA,small_airport,Goddard Field,42.810908,-71.140959,200,NA,US,US-MA
